
0,95.588857,126.890973
1,252.558276,127.544491
2,355.202874,128.600014
3,317.865611,133.087799
4,407.282993,133.433941
5,226.286623,139.712581
6,294.845364,142.666565
7,103.308798,147.481359
8,460.938588,149.182890
9,488.348548,152.888461
10,324.610747,164.258111
11,618.111004,164.452867
12,486.419215,168.169680
13,560.763919,170.914552
14,215.148837,174.519054
15,137.722532,176.759329
16,282.337508,177.023427
17,499.989114,183.292351
18,391.003836,181.538215
19,103.158195,185.194960
20,191.670027,185.336898
21,340.872074,189.125907
22,618.641781,193.451390
23,169.073470,196.507344
24,558.669711,201.369207
25,375.279895,207.858181
26,580.665555,207.856696
27,335.620925,213.426997
28,220.821302,216.883902
29,550.669188,221.091302
30,82.014966,222.761480
31,482.616099,223.656785
32,115.353592,225.452197
33,235.939924,252.597086
34,193.382967,264.226638
35,245.742289,263.269346
