
0,95.605538,126.883160
1,252.566569,127.552676
2,355.116121,128.627329
3,317.877067,133.018688
4,407.197645,133.292728
5,226.201287,139.624254
6,294.130747,141.733674
7,103.259901,147.417033
8,460.925793,149.074984
9,488.288623,152.879742
10,324.391986,164.434018
11,617.493238,164.930703
12,486.271241,168.286581
13,560.000900,170.825970
14,213.706352,174.951999
15,137.265384,176.877669
16,282.052248,176.993617
17,499.621311,182.991608
18,390.561098,181.942481
19,103.388283,184.851626
20,191.108860,185.922572
21,340.862805,188.890957
22,618.386699,193.086281
23,168.994024,196.816885
24,558.260848,201.004102
25,372.623865,207.059880
26,580.259922,207.951583
27,335.534247,213.085324
28,220.645175,216.684895
29,550.271641,220.915950
30,81.610013,222.845313
31,482.393010,223.661020
32,115.112834,225.826801
33,235.717875,252.202719
34,193.330233,263.668511
35,245.742348,263.103821
